ID,DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,PromClass_Dummy_Platinum,PromClass_Dummy_Gold,PromClass_Dummy_Silver,DemAffl_M,DemAge_M,PromTime_M,DemClusterGroup_M,DemGender_M,DemReg_M,DemTVReg_M,RND
39831503,7,54,B,M,Scottish,C Scotland,Silver,3500,4,0,0,0,1,0,0,0,0,0,0,0,0.1444899091
39832518,20,41,B,F,South East,London,Tin,0.01,9,1,0,0,0,0,0,0,0,0,0,0,0.4456841375
39833018,8,49,A,F,North,N West,Silver,0.02,5,0,0,0,1,0,0,0,0,0,0,0,0.0442775944
39834545,14,54,U,M,Midlands,Ulster,Silver,600,5,0,0,0,1,0,0,1,1,0,0,0,0.2640595796
39835541,7,64,A,M,South East,S & S East,Silver,5000,11,0,0,0,1,0,0,0,0,0,0,0,0.0724712685
39840103,7,42,F,F,North,Yorkshire,Silver,360,1,1,0,0,1,0,0,0,0,0,0,0,0.5490697308
39844222,7,53,B,M,North,N West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.2048858824
39844729,8,37,C,M,Midlands,Midlands,Tin,0.01,10,1,0,0,0,0,0,0,0,0,0,0,0.3003753216
39847833,12,46,A,M,South East,London,Silver,2035.25,5,0,0,0,1,0,0,0,0,0,0,0,0.4578926253
39849402,10,54,D,M,North,N West,Silver,1500,4,0,0,0,1,0,1,0,0,0,0,0,0.3975397793
39851431,5,43,D,M,South East,London,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.2040376636
39855968,5,69,F,M,North,Yorkshire,Silver,2000,4,0,0,0,1,0,0,0,0,0,0,0,0.3207918998
39859688,7,44,C,F,Midlands,Midlands,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0303230104
39870800,5,54,C,U,South East,London,Silver,420,4,0,0,0,1,0,1,0,0,0,0,0,0.4163053825
39871319,11,50,D,F,Scottish,C Scotland,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.2690252849
39877015,8,65,A,U,Scottish,N Scot,Gold,5500,8,0,0,1,0,0,0,0,0,0,0,0,0.5606253783
39879085,12,79,A,F,South East,London,Gold,6053.35,5,1,0,1,0,0,0,1,0,0,0,0,0.4624573251
39883848,5,48,C,M,South East,London,Silver,50,9,0,0,0,1,0,0,0,0,0,0,0,0.143746628
39887622,4,66,A,F,South East,S & S East,Gold,8400,8,0,0,1,0,0,0,0,0,0,0,0,0.1511352598
39893312,8,54,E,U,South East,London,Gold,15000,4,0,0,1,0,0,1,0,0,1,0,0,0.2966879258
39896001,6,69,A,F,South East,London,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.5518331246
39897571,8,79,E,M,Midlands,Wales & West,Silver,1260,6,0,0,0,1,0,0,0,0,0,0,0,0.3049188118
39899752,16,74,F,F,Scottish,C Scotland,Gold,7000,5,0,0,1,0,0,0,0,0,0,0,0,0.3839890605
39903431,11,75,C,M,South East,London,Gold,6105.32,7,0,0,1,0,0,0,0,0,0,0,0,0.2042800599
39903962,10,40,F,U,South East,London,Tin,0.01,7,0,0,0,0,0,0,0,0,1,0,0,0.106812222
39910268,8,63,E,M,South West,S West,Silver,0.02,5,0,0,0,1,0,0,0,0,0,0,0,0.3742633724
39917467,6,55,B,F,South East,London,Silver,50.01,8,0,0,0,1,0,0,0,0,0,0,0,0.3044285976
39925222,5,56,F,M,South East,S & S East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.2927479778
39928345,7,44,D,F,North,N West,Silver,720,9,0,0,0,1,0,0,0,0,0,0,0,0.2890852584
39931400,19,47,D,M,Midlands,Midlands,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.1510156571
39931915,9,62,C,F,South West,S West,Gold,7000,34,0,0,1,0,0,0,0,0,0,0,0,0.2465287863
39933969,6,54,B,U,Scottish,C Scotland,Silver,1000,4,0,0,0,1,0,0,0,0,0,0,0,0.1898232182
39936992,5,38,F,F,South East,S & S East,Silver,1885.15,18,1,0,0,1,0,0,0,0,0,0,0,0.4227904069
39942682,10,64,U,U,Midlands,Ulster,Tin,0.01,8,0,0,0,0,0,0,0,1,1,0,0,0.5382512838
39945240,9,47,F,F,South East,S & S East,Silver,3000,8,1,0,0,1,0,0,0,0,0,0,0,0.5377211652
39948761,7,59,C,M,Midlands,Wales & West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.2640217497
39951819,10,44,C,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.51189895
39965321,10,54,A,F,Scottish,C Scotland,Silver,4648.05,1,0,0,0,1,0,1,0,0,0,0,0,0.2285520761
39967952,10,77,C,M,North,N West,Gold,6105.32,22,1,0,1,0,0,0,0,0,0,0,0,0.3352761196
39969505,11,60,D,F,Midlands,East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.3124922921
39974223,7,66,F,F,South East,London,Silver,50,9,0,0,0,1,0,0,0,0,0,0,0,0.5207063987
39980401,11,55,F,F,Midlands,Wales & West,Gold,20000,15,1,0,1,0,0,0,0,0,0,0,0,0.3177851594
39982412,10,43,F,F,South East,London,Gold,6000,5,0,0,1,0,0,0,0,0,0,0,0,0.3130293918
39986671,7,62,D,F,North,Yorkshire,Silver,4900,14,0,0,0,1,0,0,0,0,0,0,0,0.0730658332
39988178,4,71,B,M,Midlands,East,Gold,6000.01,8,0,0,1,0,0,0,0,0,0,0,0,0.0875448119
39998530,5,55,D,U,South East,London,Silver,3000.01,11,0,0,0,1,0,0,0,0,0,0,0,0.0757382731
40001271,12,49,D,U,Scottish,C Scotland,Silver,4000,5,0,0,0,1,0,0,0,0,0,0,0,0.1599676619
40002324,4,54,B,M,South East,London,Tin,0.01,5,0,0,0,0,0,1,0,0,0,0,0,0.2181581698
40003436,8,77,E,F,South East,London,Gold,11790.27,18,0,0,1,0,0,0,0,0,0,0,0,0.1646954763
40004955,15,72,D,F,South East,London,Platinum,26900.91,3,0,1,0,0,0,0,0,0,0,0,0,0.433154986
40009736,12,78,E,F,Midlands,Midlands,Silver,5000,6,1,0,0,1,0,0,0,0,0,0,0,0.2297467642
40015140,10,49,F,M,South East,London,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,0.3104222479
40017267,4,71,B,M,South East,London,Silver,1000,27,0,0,0,1,0,0,0,0,0,0,0,0.1918291083
40017798,11,65,D,F,Midlands,Wales & West,Silver,1000,5,0,0,0,1,0,0,0,0,0,0,0,0.1479570908
40022341,11,28,U,F,South East,London,Silver,600,10,1,0,0,1,0,0,0,1,0,0,0,0.2112094724
40024441,8,37,F,F,North,N East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.1158205434
40025006,10,75,E,U,South East,S & S East,Gold,6000,10,0,0,1,0,0,0,0,0,1,0,0,0.0192239154
40027130,11,48,C,M,Unknown,Unknown,Silver,40,1,1,0,0,1,0,0,0,0,0,1,1,0.1321284227
40029230,8,69,A,M,Scottish,C Scotland,Silver,4000,4,1,0,0,1,0,0,0,0,0,0,0,0.4205560723
40033378,9,79,C,F,Midlands,East,Gold,6000,12,0,0,1,0,0,0,0,0,0,0,0,0.4780167525
40037489,9,51,C,F,Midlands,Midlands,Gold,7500,1,1,0,1,0,0,0,0,0,0,0,0,0.0962118754
40042172,8,58,B,F,Midlands,Midlands,Gold,6000,4,0,0,1,0,0,0,0,0,0,0,0,0.5991950168
40054561,8,32,D,F,North,N West,Tin,0.01,5,0,0,0,0,1,0,0,0,0,0,0,0.0226416485
40056840,9,56,E,M,Scottish,Border,Gold,10000,1,0,0,1,0,0,0,0,0,0,0,0,0.4985536893
40057889,7,54,C,F,South East,S & S East,Silver,5000,15,0,0,0,1,0,1,0,0,0,0,0,0.4829563799
40061010,5,68,A,M,South East,London,Silver,3052.66,8,0,0,0,1,0,0,0,0,0,0,0,0.3105308094
40070729,6,49,A,F,South East,London,Gold,5480,6,1,0,1,0,0,0,0,0,0,0,0,0.0112087252
40071245,10,77,B,U,South East,S & S East,Gold,10000,5,0,0,1,0,0,0,1,0,1,0,0,0.5248810069
40076859,8,60,C,F,North,Yorkshire,Tin,0.01,11,0,0,0,0,0,0,0,0,0,0,0,0.5502362096
40079882,5,61,A,U,South East,London,Gold,6000,4,0,0,1,0,0,0,0,0,1,0,0,0.1010620515
40083995,6,55,F,U,North,N West,Silver,2000,9,0,0,0,1,0,0,0,0,0,0,0,0.508168902
40086595,6,49,B,M,Midlands,Wales & West,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.3254783164
40098941,7,49,D,M,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.4438188479
40106030,7,47,E,F,South East,S & S East,Tin,0.01,9,0,0,0,0,0,0,0,0,0,0,0,0.3625552782
40109650,7,33,C,U,Midlands,East,Silver,0.02,8,0,0,0,1,0,0,0,0,0,0,0,0.4374679012
40114297,13,36,F,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.3660581491
40114807,2,65,F,F,South East,London,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.4565665505
40115307,8,70,C,F,Scottish,N Scot,Silver,500,8,0,0,0,1,1,0,0,0,0,0,0,0.0483557829
40123652,9,31,C,F,Midlands,Wales & West,Silver,2450,8,0,0,0,1,0,0,0,0,0,0,0,0.5727857331
40128247,7,51,B,F,Unknown,Unknown,Silver,3000,3,0,0,0,1,0,0,0,0,0,1,1,0.1596898512
40129782,8,57,F,U,Midlands,Wales & West,Silver,1094.53,3,0,0,0,1,1,0,0,0,1,0,0,0.0574703156
40136444,11,64,B,F,South East,London,Silver,3000,11,1,0,0,1,0,0,0,0,0,0,0,0.0907447814
40141057,12,47,D,F,South East,S & S East,Silver,608.11,2,0,0,0,1,0,0,0,0,0,0,0,0.2592242808
40146717,11,53,C,U,South East,London,Silver,1000,4,0,0,0,1,0,0,0,0,1,0,0,0.1001453684
40151303,6,58,C,F,Midlands,East,Gold,11700,2,0,0,1,0,0,0,0,0,0,0,0,0.3306855468
40152326,16,34,D,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0059237168
40152857,7,36,F,U,South East,London,Silver,1000.01,9,0,0,0,1,0,0,0,0,0,0,0,0.5725250405
40156550,5,42,A,U,South East,S & S East,Silver,300,11,0,0,0,1,0,0,0,0,1,0,0,0.0093386499
40158111,10,43,B,F,South East,London,Silver,1500,2,0,0,0,1,0,0,0,0,0,0,0,0.216719397
40164774,12,43,D,M,Midlands,Midlands,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.5547703977
40166807,2,35,D,U,Midlands,East,Silver,1400,8,0,0,0,1,0,0,0,0,1,0,0,0.2148637209
40167315,9,34,U,U,Scottish,N Scot,Silver,1000,4,0,0,0,1,0,0,0,1,0,0,0,0.5997825114
40169911,5,59,C,U,South East,London,Silver,4449.75,1,0,0,0,1,0,0,0,0,1,0,0,0.0398843768
40173498,9,57,F,U,Midlands,Midlands,Tin,0.01,9,0,0,0,0,0,0,0,0,1,0,0,0.17840319
40174508,8,58,B,M,North,N West,Silver,2000,5,0,0,0,1,0,0,0,0,0,0,0,0.4326012374
40177710,6,54,C,F,South East,London,Tin,0.01,8,1,0,0,0,0,1,0,0,0,0,0,0.5668794962
40191984,12,29,D,F,Midlands,East,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.4790618594
40201181,7,58,E,U,North,N East,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.3965622435
40207368,6,60,E,U,Midlands,Midlands,Silver,3798.29,10,0,0,0,1,0,0,0,0,0,0,0,0.228416788
40208380,8,45,F,F,Scottish,C Scotland,Silver,1000,2,0,0,0,1,0,0,0,0,0,0,0,0.3448282822
40208909,9,45,B,M,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.4080228896
40212990,13,33,A,M,South East,London,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.1915587057
40215557,8,68,F,M,South East,London,Silver,700,2,0,0,0,1,1,0,0,0,0,0,0,0.1580999597
40218637,13,72,D,F,Midlands,Wales & West,Gold,9025,7,0,0,1,0,0,0,0,0,0,0,0,0.2453616053
40220143,5,69,A,F,South East,London,Tin,0.01,9,0,0,0,0,0,0,0,0,0,0,0,0.1386390497
40225242,12,54,D,F,South East,London,Silver,3000,12,1,0,0,1,0,1,0,0,0,0,0,0.1168334587
40225757,4,54,F,F,South West,S West,Silver,250.01,17,1,0,0,1,0,1,0,0,0,0,0,0.1153897178
40227261,9,46,B,M,South East,S & S East,Tin,0.01,14,0,0,0,0,0,0,0,0,0,0,0,0.3142876608
40228870,9,59,D,M,Midlands,Midlands,Tin,0.01,11,0,0,0,0,0,0,0,0,0,0,0,0.5593957908
40229884,6,35,C,U,Midlands,Wales & West,Tin,0.01,7,0,0,0,0,0,0,0,0,1,0,0,0.2825533116
40231420,8,54,E,M,South East,London,Gold,7000,16,1,0,1,0,1,1,0,0,0,0,0,0.1284415369
40232940,11,54,C,F,South East,London,Gold,6000,1,0,0,1,0,0,1,0,0,0,0,0,0.2800004148
40241825,4,56,C,M,North,N West,Gold,6000,9,0,0,1,0,0,0,0,0,0,0,0,0.0920557003
40250999,13,54,C,F,North,Yorkshire,Tin,0.01,4,0,0,0,0,0,1,0,0,0,0,0,0.0338314506
40264795,9,54,A,U,South East,London,Gold,17042.92,8,0,0,1,0,0,1,0,0,1,0,0,0.200440466
40267905,10,65,C,F,Midlands,Midlands,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.3075666084
40272976,12,59,E,M,South East,S & S East,Silver,1000,9,0,0,0,1,0,0,0,0,0,0,0,0.0522543565
40273980,10,51,B,F,South East,S & S East,Silver,3000,8,1,0,0,1,0,0,0,0,0,0,0,0.3185103071
40284800,11,29,C,F,South East,London,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.5248153454
40288465,6,31,A,F,Unknown,Unknown,Tin,0.01,9,1,0,0,0,0,0,0,0,0,1,1,0.2507083929
40289488,9,38,F,F,Midlands,Midlands,Silver,100,1,1,0,0,1,0,0,0,0,0,0,0,0.0751333107
40298703,5,61,B,M,North,Yorkshire,Silver,1000,4,0,0,0,1,0,0,0,0,0,0,0,0.5922710237
40299203,11,48,C,F,North,N West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.3734861721
40321284,8,39,D,U,South East,London,Silver,50,10,1,0,0,1,0,0,0,0,1,0,0,0.4612100336
40324968,12,41,U,F,South East,London,Silver,1000,13,1,0,0,1,0,0,0,1,0,0,0,0.5419578215
40326928,7,67,U,M,Midlands,Ulster,Gold,10000,5,0,0,1,0,0,0,0,1,0,0,0,0.4686484539
40328165,9,77,C,U,South East,S & S East,Silver,1000,2,0,0,0,1,0,0,0,0,0,0,0,0.5465626747
40329277,13,53,F,F,Scottish,Border,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.0223457627
40333959,8,65,B,F,South East,S & S East,Gold,10000,3,0,0,1,0,0,0,0,0,0,0,0,0.4320630452
40337989,5,47,C,U,Midlands,East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.4121445056
40343598,8,58,C,F,Midlands,Wales & West,Gold,7000,6,1,0,1,0,0,0,0,0,0,0,0,0.2994656806
40344110,8,42,D,F,Unknown,Unknown,Tin,0.01,5,0,0,0,0,0,0,0,0,0,1,1,0.3604619626
40347151,7,45,F,F,Midlands,Midlands,Silver,1200,7,0,0,0,1,0,0,0,0,0,0,0,0.266926983
40348182,7,62,D,U,Scottish,N Scot,Silver,2000,7,0,0,0,1,0,0,0,0,1,0,0,0.4585897943
40358250,9,60,D,F,South East,London,Silver,1548.22,26,0,0,0,1,0,0,0,0,0,0,0,0.337305145
40358765,8,60,F,U,South East,London,Gold,18000,3,0,0,1,0,0,0,0,0,1,0,0,0.5330154461
40361790,9,31,D,M,South East,London,Gold,6000,6,0,0,1,0,0,0,0,0,0,0,0,0.3380004211
40363815,12,46,C,F,Unknown,Unknown,Silver,50,2,0,0,0,1,0,0,0,0,0,1,1,0.0362413661
40367411,9,71,C,F,Midlands,Midlands,Gold,12000,5,0,0,1,0,0,0,0,0,0,0,0,0.3087175369
40368426,7,50,D,F,South West,S West,Silver,1017.55,9,0,0,0,1,0,0,0,0,0,0,0,0.539826595
40368949,14,71,F,F,North,N East,Silver,3000,7,0,0,0,1,0,0,0,0,0,0,0,0.5881136002
40382992,10,45,D,M,North,Yorkshire,Silver,2650,1,0,0,0,1,0,0,0,0,0,0,0,0.5336679875
40385053,13,36,F,F,Midlands,East,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.4562686297
40386068,11,72,C,F,Midlands,Wales & West,Gold,9000,7,1,0,1,0,0,0,0,0,0,0,0,0.5750645444
40388680,13,76,D,U,Midlands,East,Silver,500,8,0,0,0,1,0,0,0,0,1,0,0,0.3372538338
40389784,21,44,D,U,North,N East,Silver,600,6,1,0,0,1,0,0,0,0,1,0,0,0.5074467517
40390308,5,75,E,F,Midlands,Midlands,Gold,12000,8,1,0,1,0,0,0,0,0,0,0,0,0.2624228249
40390804,11,38,D,F,Midlands,Midlands,Silver,500,9,1,0,0,1,0,0,0,0,0,0,0,0.3959533807
40409130,12,65,C,M,North,N West,Gold,6315,5,0,0,1,0,0,0,0,0,0,0,0,0.4879477324
40411747,8,54,D,U,South East,S & S East,Gold,6000.01,8,0,0,1,0,0,1,0,0,0,0,0,0.2823038773
40423460,9,64,F,F,North,N East,Gold,6053.34,6,1,0,1,0,0,0,0,0,0,0,0,0.4389296018
40430032,12,47,B,F,South East,London,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.5930436526
40436480,10,72,B,M,Scottish,C Scotland,Gold,9000,8,0,0,1,0,0,0,0,0,0,0,0,0.5746304698
40440577,10,53,D,M,North,Yorkshire,Silver,1500,4,0,0,0,1,0,0,0,0,0,0,0,0.1484679306
40460292,8,46,D,M,North,Yorkshire,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.2794900533
40461302,4,79,D,U,North,N West,Gold,10136,2,0,0,1,0,0,0,0,0,0,0,0,0.4102686958
40463909,7,79,C,M,South East,London,Silver,3052.66,7,0,0,0,1,0,0,0,0,0,0,0,0.5920988394
40467041,8,57,B,U,Midlands,Midlands,Gold,6000,1,0,0,1,0,1,0,0,0,1,0,0,0.0587810525
40473181,10,48,E,M,Midlands,East,Gold,16000,1,0,0,1,0,0,0,0,0,0,0,0,0.2263175176
40479821,10,47,F,F,Midlands,Wales & West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.5206474683
40494529,6,54,C,M,Midlands,Midlands,Silver,2000,1,0,0,0,1,0,1,0,0,0,0,0,0.414344507
40495541,9,48,C,F,South East,London,Silver,4000,2,0,0,0,1,0,0,0,0,0,0,0,0.5055581613
40498591,6,31,E,F,South East,London,Gold,6000,1,1,0,1,0,0,0,0,0,0,0,0,0.4236317516
40500111,9,45,B,F,Midlands,Midlands,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.1003789921
40508252,19,42,U,F,Midlands,Ulster,Platinum,47000,7,1,1,0,0,0,0,0,1,0,0,0,0.4248320276
40510290,8,51,E,M,South East,S & S East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0879199794
40514929,4,48,C,F,North,N West,Silver,3200,1,0,0,0,1,0,0,0,0,0,0,0,0.5709220434
40518088,6,61,F,U,Midlands,Midlands,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.0093574435
40520104,9,70,B,M,South East,London,Silver,2500,5,0,0,0,1,0,0,0,0,0,0,0,0.0271943603
40522727,16,65,B,F,North,N West,Silver,600,5,1,0,0,1,0,0,0,0,0,0,0,0.238420311
40524258,10,46,C,F,South East,London,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.1733038096
40528857,8,63,E,M,North,Yorkshire,Silver,3000,4,0,0,0,1,1,0,0,0,0,0,0,0.136333515
40529853,10,49,B,M,Scottish,C Scotland,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.3073125269
40536620,9,55,D,M,South East,S & S East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.4450694599
40552243,12,43,C,F,South East,London,Silver,360,5,0,0,0,1,0,0,1,0,0,0,0,0.1817785777
40554106,10,51,D,M,North,Yorkshire,Platinum,25000,5,0,1,0,0,0,0,1,0,0,0,0,0.2665878261
40557911,6,61,A,M,South East,London,Gold,6105.32,8,0,0,1,0,0,0,0,0,0,0,0,0.1789869876
40559523,6,41,C,F,South East,S & S East,Tin,0.01,7,1,0,0,0,0,0,0,0,0,0,0,0.2665368925
40571191,5,42,F,F,Midlands,Wales & West,Gold,12444.84,5,1,0,1,0,0,0,0,0,0,0,0,0.1449037982
40575910,9,54,E,M,Scottish,Border,Silver,2100,7,0,0,0,1,0,0,0,0,0,0,0,0.2965226175
40588175,9,58,C,F,South East,London,Gold,6000,3,0,0,1,0,0,0,0,0,0,0,0,0.4419622554
40589678,12,54,D,F,Midlands,Midlands,Silver,3000.01,9,1,0,0,1,0,1,0,0,0,0,0,0.2267495288
40590714,6,33,D,U,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.1402864899
40599649,8,51,B,F,Midlands,Midlands,Gold,12215.28,6,0,0,1,0,0,0,0,0,0,0,0,0.1294410537
40603204,6,58,D,M,South East,London,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.4481447267
40605363,13,30,B,M,South East,London,Silver,1000,9,1,0,0,1,0,0,0,0,0,0,0,0.1354101711
40607013,3,68,A,M,North,Yorkshire,Gold,6000,5,0,0,1,0,0,0,0,0,0,0,0,0.3163397099
40625615,9,54,E,F,North,Yorkshire,Silver,2500,6,0,0,0,1,0,1,0,0,0,0,0,0.1853241721
40628185,7,76,D,M,South East,S & S East,Gold,6000,14,0,0,1,0,0,0,0,0,0,0,0,0.2406324438
40630449,10,58,C,M,Scottish,C Scotland,Gold,11053.35,5,0,0,1,0,0,0,0,0,0,0,0,0.0486900234
40633006,11,58,A,F,South East,London,Silver,4620,10,0,0,0,1,0,0,0,0,0,0,0,0.3297688716
40636617,11,61,F,F,North,N West,Silver,5000,4,0,0,0,1,0,0,0,0,0,0,0,0.2817736186
40644016,8,66,B,F,North,N West,Silver,600.01,7,0,0,0,1,0,0,0,0,0,0,0,0.0764659341
40645616,8,40,B,F,North,N West,Tin,0.01,7,1,0,0,0,0,0,0,0,0,0,0,0.0700744279
40651004,8,63,D,M,South East,S & S East,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.1323661302
40668748,9,55,F,F,Midlands,Midlands,Silver,1000,5,0,0,0,1,0,0,0,0,0,0,0,0.285552486
40670653,3,55,D,M,South East,S & S East,Gold,5087.76,7,0,0,1,0,0,0,0,0,0,0,0,0.4827180339
40680500,4,45,C,F,South East,S & S East,Silver,300,9,0,0,0,1,0,0,0,0,0,0,0,0.3289427996
40682520,4,53,B,U,North,N West,Silver,1000,33,0,0,0,1,0,0,0,0,0,0,0,0.1823377182
40687203,7,54,C,F,Midlands,Midlands,Tin,0.01,7,0,0,0,0,0,1,0,0,0,0,0,0.1474888325
40688846,8,44,F,U,North,N East,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.1051355005
40689354,6,49,D,F,South East,London,Silver,3000,5,0,0,0,1,0,0,0,0,0,0,0,0.2154022433
40696121,8,38,E,M,South East,S & S East,Tin,0.01,5,1,0,0,0,1,0,0,0,0,0,0,0.5966959892
40701788,9,73,F,U,South East,S & S East,Gold,6105.32,12,0,0,1,0,0,0,0,0,1,0,0,0.4110244677
40704370,9,35,A,M,South East,S & S East,Gold,6000,1,1,0,1,0,0,0,0,0,0,0,0,0.3226206244
40713794,7,51,E,F,North,N East,Silver,3000,4,0,0,0,1,0,0,0,0,0,0,0,0.3029527507
40724265,8,67,B,F,South East,S & S East,Silver,4000,6,0,0,0,1,0,0,0,0,0,0,0,0.1877412355
40728422,10,63,F,M,South East,London,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,0.3340142375
40740910,12,79,B,U,South East,S & S East,Gold,12000,2,1,0,1,0,0,0,0,0,0,0,0,0.4694123387
40757600,10,38,B,F,South East,London,Silver,2000,5,1,0,0,1,0,0,0,0,0,0,0,0.2185011963
40768980,5,44,E,F,North,Yorkshire,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.4650070851
40773282,11,22,D,F,North,N West,Silver,360,6,1,0,0,1,0,0,0,0,0,0,0,0.3197916738
40775862,16,60,E,U,South East,S & S East,Gold,6107.64,10,0,0,1,0,0,0,0,0,1,0,0,0.0730022071
40778519,8,68,C,U,South East,S & S East,Gold,8000,2,0,0,1,0,1,0,0,0,0,0,0,0.541854603
40795553,10,51,B,M,South East,S & S East,Silver,3000,6,0,0,0,1,0,0,0,0,0,0,0,0.1283288887
40799125,5,62,A,F,Midlands,Midlands,Gold,18000,13,0,0,1,0,0,0,0,0,0,0,0,0.5359453762
40799630,11,74,F,F,Scottish,C Scotland,Platinum,33266.31,9,0,1,0,0,0,0,0,0,0,0,0,0.5731818059
40804765,5,54,C,F,Scottish,C Scotland,Tin,0.01,8,0,0,0,0,0,1,0,0,0,0,0,0.3167619506
40826009,7,69,B,M,South East,S & S East,Silver,4000,9,1,0,0,1,0,0,0,0,0,0,0,0.3793743757
40827560,8,52,D,F,South East,London,Gold,10000,4,0,0,1,0,0,0,0,0,0,0,0,0.2040125463
40840508,8,57,B,F,South East,S & S East,Silver,500,1,0,0,0,1,0,0,0,0,0,0,0,0.3239068525
40841547,5,47,B,F,South East,S & S East,Gold,9370.38,9,0,0,1,0,0,0,0,0,0,0,0,0.176815163
40847782,6,67,C,F,Midlands,Midlands,Silver,3000,8,0,0,0,1,0,0,0,0,0,0,0,0.0743779154
40848282,11,54,D,F,South East,S & S East,Silver,500,10,1,0,0,1,0,1,0,0,0,0,0,0.4964682248
40850872,9,42,E,U,Midlands,East,Silver,5000,1,0,0,0,1,0,0,0,0,0,0,0,0.4290456508
40851887,8,73,B,F,North,Yorkshire,Gold,9000,8,0,0,1,0,0,0,0,0,0,0,0,0.0273985802
40853995,11,58,D,U,South East,London,Silver,420,11,0,0,0,1,0,0,0,0,0,0,0,0.23807891
40863362,11,39,U,F,Midlands,Ulster,Tin,0.01,8,1,0,0,0,0,0,0,1,0,0,0,0.2748588292
40863893,4,57,U,U,North,N West,Silver,4000,11,0,0,0,1,0,0,0,1,0,0,0,0.2412797931
40870601,7,74,A,M,South East,London,Silver,1000,11,0,0,0,1,0,0,0,0,0,0,0,0.2187041637
40875182,11,73,D,M,South East,S & S East,Platinum,20503.07,3,0,1,0,0,0,0,0,0,0,0,0,0.1823252659
40875719,6,50,F,M,North,Yorkshire,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0634092205
40887466,14,52,C,U,South East,S & S East,Silver,4200,7,1,0,0,1,0,0,0,0,1,0,0,0.513633108
40888993,4,54,D,F,North,Yorkshire,Silver,2420,5,0,0,0,1,0,1,0,0,0,0,0,0.3138034927
40893709,7,46,E,M,South East,London,Tin,0.01,7,1,0,0,0,0,0,0,0,0,0,0,0.022161278
40895264,16,73,B,F,North,N East,Silver,2000.01,7,0,0,0,1,0,0,0,0,0,0,0,0.3310760755
40900934,6,62,F,F,South East,S & S East,Silver,3000,5,0,0,0,1,0,0,0,0,0,0,0,0.3542607098
40901442,6,63,A,F,South East,S & S East,Gold,6025,3,0,0,1,0,0,0,0,0,0,0,0,0.262937707
40906088,8,53,E,F,Midlands,East,Platinum,25000,1,0,1,0,0,0,0,0,0,0,0,0,0.0557297962
