ID,DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,PromClass_Dummy_Platinum,PromClass_Dummy_Gold,PromClass_Dummy_Silver,DemAffl_M,DemAge_M,PromTime_M,DemClusterGroup_M,DemGender_M,DemReg_M,DemTVReg_M,promSpend_Log,promTime_Log,DemAffl_Log
41305860,11,63,F,M,North,N West,Gold,10600.01,9,0,0,1,0,0,0,0,0,0,0,0,9.2687045586,2.302585093,2.4849066498
41306416,4,79,B,M,South East,S & S East,Platinum,50093.63,0,0,1,0,0,0,0,0,0,0,0,0,10.821669096,0,1.6094379124
41307510,8,75,A,F,South East,London,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,2.1972245773
41310146,10,68,F,U,South East,S & S East,Gold,14444.33,2,0,0,1,0,0,0,0,0,0,0,0,9.5781264579,1.0986122887,2.3978952728
41310642,7,39,F,F,Midlands,Midlands,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.0794415417
41314338,4,46,F,F,South East,London,Silver,1000,7,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,2.0794415417,1.6094379124
41314842,6,54,A,U,South East,London,Silver,1500.01,8,0,0,0,1,0,1,0,0,0,0,0,7.3138934938,2.1972245773,1.9459101491
41316411,14,54,B,F,South East,London,Gold,6000,25,1,0,1,0,0,1,0,0,0,0,0,8.699681401,3.258096538,2.7080502011
41318007,8,72,C,F,South East,London,Silver,3000,16,0,0,0,1,1,0,0,0,0,0,0,8.0067008454,2.8332133441,2.1972245773
41318511,7,56,D,M,Midlands,Midlands,Gold,10000,5,0,0,1,0,0,0,0,0,0,0,0,9.210440367,1.7917594692,2.0794415417
41320095,12,65,A,F,Scottish,C Scotland,Gold,6000,2,1,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.5649493575
41325887,14,73,B,M,South East,S & S East,Platinum,22000,21,0,1,0,0,0,0,0,0,0,0,0,9.9988431859,3.0910424534,2.7080502011
41326956,9,47,D,F,North,N West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.302585093
41332174,11,63,F,M,North,Yorkshire,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.4849066498
41334746,6,50,B,U,South East,S & S East,Silver,1000,5,0,0,0,1,0,0,0,0,1,0,0,6.9087547793,1.7917594692,1.9459101491
41335580,8,56,E,M,North,Yorkshire,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
41335807,7,52,B,F,South East,S & S East,Silver,420.01,10,0,0,0,1,0,0,0,0,0,0,0,6.0426565864,2.3978952728,2.0794415417
41337370,5,62,B,F,North,N East,Gold,12000,8,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,2.1972245773,1.7917594692
41339721,9,35,D,F,Midlands,East,Silver,50,6,1,0,0,1,0,0,0,0,0,0,0,3.9318256327,1.9459101491,2.302585093
41341157,16,49,D,F,South East,London,Gold,6807.84,9,1,0,1,0,0,0,0,0,0,0,0,8.8259770469,2.302585093,2.8332133441
41343451,10,53,B,F,North,N West,Silver,4000,5,0,0,0,1,0,0,0,0,0,0,0,8.2942996089,1.7917594692,2.3978952728
41346221,9,33,F,M,Midlands,East,Silver,0.02,4,1,0,0,1,0,0,0,0,0,0,0,0.0198026273,1.6094379124,2.302585093
41346795,4,40,D,M,South East,London,Silver,4500,1,0,0,0,1,0,0,0,0,0,0,0,8.4120548733,0.6931471806,1.6094379124
41350083,8,52,C,F,South West,S West,Tin,0.01,4,0,0,0,0,1,0,0,0,0,0,0,0.0099503309,1.6094379124,2.1972245773
41356944,8,53,D,U,South East,London,Gold,15195.76,8,0,0,1,0,0,0,0,0,1,0,0,9.6288375262,2.1972245773,2.1972245773
41360135,12,54,F,F,South East,London,Silver,420,1,1,0,0,1,0,1,0,0,0,0,0,6.0426328337,0.6931471806,2.5649493575
41362200,8,45,F,F,North,N West,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.1972245773
41364297,8,42,D,F,North,N West,Silver,500,1,1,0,0,1,1,0,0,0,0,0,0,6.2166061011,0.6931471806,2.1972245773
41365838,6,69,F,U,South East,S & S East,Silver,2000,9,0,0,0,1,0,0,0,0,1,0,0,7.6014023346,2.302585093,1.9459101491
41370513,11,31,E,F,South East,London,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.4849066498
41371013,12,39,F,F,South East,London,Silver,1000.01,8,1,0,0,1,0,0,0,0,0,0,0,6.9087647693,2.1972245773,2.5649493575
41372036,5,53,E,U,South West,S West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.7917594692
41374098,18,56,B,M,Midlands,Midlands,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.9444389792
41375620,8,47,A,F,South East,London,Silver,3780,7,0,0,0,1,0,0,0,0,0,0,0,8.2377438039,2.0794415417,2.1972245773
41384093,11,32,E,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.4849066498
41386649,12,60,D,M,South East,London,Silver,920,3,0,0,0,1,0,0,0,0,0,0,0,6.8254600363,1.3862943611,2.5649493575
41388668,10,44,D,F,Scottish,Border,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.3978952728
41390239,10,66,B,U,South East,London,Platinum,20406.39,3,0,1,0,0,0,0,0,0,1,0,0,9.9236523691,1.3862943611,2.3978952728
41392371,9,66,D,U,North,N West,Gold,18076,31,0,0,1,0,0,0,0,0,1,0,0,9.802395691,3.4657359028,2.302585093
41401222,5,40,D,F,South East,S & S East,Silver,1250,5,0,0,0,1,0,0,0,0,0,0,0,7.1316985105,1.7917594692,1.7917594692
41401729,11,70,B,F,Midlands,Midlands,Platinum,21604.36,9,1,1,0,0,0,0,0,0,0,0,0,9.980696711,2.302585093,2.4849066498
41403799,4,50,C,F,North,N East,Silver,420,9,0,0,0,1,0,0,0,0,0,0,0,6.0426328337,2.302585093,1.6094379124
41405937,9,41,A,U,South East,London,Silver,3000,5,0,0,0,1,0,0,0,0,1,0,0,8.0067008454,1.7917594692,2.302585093
41409690,7,46,F,F,Scottish,C Scotland,Silver,2000,4,1,0,0,1,0,0,0,0,0,0,0,7.6014023346,1.6094379124,2.0794415417
41411228,11,33,B,M,South East,S & S East,Gold,18000,3,0,0,1,0,0,0,0,0,0,0,0,9.7981825909,1.3862943611,2.4849066498
41412771,5,54,F,F,Scottish,Border,Tin,0.01,9,0,0,0,0,0,1,0,0,0,0,0,0.0099503309,2.302585093,1.7917594692
41415550,13,60,E,F,Midlands,East,Silver,5000,18,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,2.9444389792,2.6390573296
41416637,5,54,F,F,North,N West,Gold,12000,6,1,0,1,0,0,1,0,0,0,0,0,9.3927452586,1.9459101491,1.7917594692
41417218,8,50,E,U,South East,London,Gold,15071.08,12,0,0,1,0,0,0,0,0,0,0,0,9.6205993047,2.5649493575,2.1972245773
41417722,11,37,C,U,Midlands,Midlands,Gold,6000,1,0,0,1,0,0,0,0,0,1,0,0,8.699681401,0.6931471806,2.4849066498
41420421,8,45,C,U,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,1.7917594692,2.1972245773
41424133,3,52,B,U,South East,London,Silver,920,9,0,0,0,1,0,0,0,0,1,0,0,6.8254600363,2.302585093,1.3862943611
41427710,11,70,B,F,North,N West,Silver,2000,5,0,0,0,1,0,0,1,0,0,0,0,7.6014023346,1.7917594692,2.4849066498
41428716,6,39,D,F,North,N West,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,1.9459101491
41431814,4,45,F,U,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,1.7917594692,1.6094379124
41432349,2,46,B,U,Midlands,Midlands,Silver,0.02,10,0,0,0,1,0,0,0,0,1,0,0,0.0198026273,2.3978952728,1.0986122887
41435020,10,51,D,F,Midlands,Midlands,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.3978952728
41436034,10,59,E,U,Midlands,Midlands,Gold,6105.32,7,0,0,1,0,0,0,0,0,0,0,0,8.7170795794,2.0794415417,2.3978952728
41437570,10,59,C,F,North,N West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.3978952728
41438606,4,59,B,M,South East,London,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,1.6094379124
41443456,8,46,C,F,South East,London,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.1972245773
41444002,13,52,C,M,Midlands,East,Gold,12000,2,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,1.0986122887,2.6390573296
41445050,8,44,D,F,South East,S & S East,Tin,0.01,5,0,0,0,0,0,0,1,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
41445580,10,20,F,M,Scottish,C Scotland,Silver,103.83,2,1,0,0,1,0,0,0,0,0,0,0,4.6523399905,1.0986122887,2.3978952728
41446617,16,39,D,M,South West,S West,Silver,4000,1,1,0,0,1,0,0,0,0,0,0,0,8.2942996089,0.6931471806,2.8332133441
41449667,10,38,D,F,Midlands,East,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.3978952728
41450673,11,58,C,U,South East,S & S East,Silver,3000,9,0,0,0,1,0,0,0,0,1,0,0,8.0067008454,2.302585093,2.4849066498
41451173,5,51,B,F,Midlands,Wales & West,Silver,3052.66,7,0,0,0,1,0,0,0,0,0,0,0,8.0240961502,2.0794415417,1.7917594692
41454989,13,32,F,F,South East,London,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.6390573296
41459743,9,33,F,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.302585093
41462922,7,39,A,F,South East,London,Gold,6000.01,9,1,0,1,0,0,0,0,0,0,0,0,8.6996830674,2.302585093,2.0794415417
41470518,9,60,B,F,South East,London,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,2.302585093
41476460,16,34,B,F,South East,London,Tin,0.01,9,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.302585093,2.8332133441
41478594,8,75,B,F,South West,S West,Platinum,22252.01,14,0,1,0,0,0,0,0,0,0,0,0,10.010232559,2.7080502011,2.1972245773
41487712,12,65,B,F,South East,S & S East,Gold,5684.45,9,0,0,1,0,0,0,0,0,0,0,0,8.6456655587,2.302585093,2.5649493575
41492600,16,39,B,F,North,N East,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.8332133441
41496894,10,52,E,M,South East,London,Silver,3496.03,5,0,0,0,1,0,0,0,0,0,0,0,8.1596693158,1.7917594692,2.3978952728
41497564,5,37,A,F,Midlands,Midlands,Gold,8000,1,1,0,1,0,0,0,0,0,0,0,0,8.9873218129,0.6931471806,1.7917594692
41498986,10,44,F,U,Midlands,East,Silver,100,10,0,0,0,1,0,0,0,0,0,0,0,4.6151205168,2.3978952728,2.3978952728
41502169,11,66,E,F,South East,London,Platinum,30000,10,1,1,0,0,0,0,0,0,0,0,0,10.308985993,2.3978952728,2.4849066498
41503734,15,52,E,F,North,Yorkshire,Gold,16500,13,1,0,1,0,0,0,0,0,0,0,0,9.7111762641,2.6390573296,2.7725887222
41504242,5,23,D,F,South East,London,Silver,2000,4,1,0,0,1,0,0,0,0,0,0,0,7.6014023346,1.6094379124,1.7917594692
41505290,6,73,B,M,North,N East,Gold,16937.6,8,0,0,1,0,0,0,0,0,0,0,0,9.7373503202,2.1972245773,1.9459101491
41506857,12,38,E,M,South East,London,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.5649493575
41508426,10,69,D,F,North,N West,Gold,12053.35,6,0,0,1,0,0,0,0,0,0,0,0,9.3971808696,1.9459101491,2.3978952728
41510072,7,65,A,F,North,N West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.0794415417
41525835,9,54,F,M,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,1,0,0,0,0,0,0.0099503309,1.7917594692,2.302585093
41527366,4,55,B,F,Midlands,Midlands,Silver,0.02,7,0,0,0,1,0,0,0,0,0,0,0,0.0198026273,2.0794415417,1.6094379124
41527862,5,61,E,M,Midlands,East,Silver,5000,4,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.6094379124,1.7917594692
41528389,12,49,C,F,South East,London,Gold,6000,10,0,0,1,0,0,0,0,0,0,0,0,8.699681401,2.3978952728,2.5649493575
41528400,7,67,B,M,South East,London,Gold,6000,24,0,0,1,0,0,0,0,0,0,0,0,8.699681401,3.2188758249,2.0794415417
41530944,11,45,D,M,North,Yorkshire,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.4849066498
41536748,9,75,B,M,South East,London,Gold,9000,23,0,0,1,0,0,0,0,0,0,0,0,9.1050909613,3.1780538303,2.302585093
41537760,8,58,C,F,North,N East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.1972245773
41539330,5,50,C,U,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,1.7917594692,1.7917594692
41540362,6,44,B,F,Midlands,Wales & West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.9459101491
41542454,7,51,F,F,South East,London,Silver,2000,11,1,0,0,1,0,0,0,0,0,0,0,7.6014023346,2.4849066498,2.0794415417
41543990,7,38,F,F,North,N West,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.0794415417
41550112,9,62,A,F,South East,London,Gold,6000,6,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.9459101491,2.302585093
41551712,11,60,A,M,North,Yorkshire,Platinum,22111.63,30,0,1,0,0,0,0,0,0,0,0,0,10.003904217,3.4339872045,2.4849066498
41552239,8,49,C,M,Midlands,East,Silver,420,10,0,0,0,1,0,0,0,0,0,0,0,6.0426328337,2.3978952728,2.1972245773
41557010,5,63,D,F,South East,London,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.7917594692
41558032,6,57,C,M,North,N West,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,1.9459101491
41559080,10,52,C,F,North,N East,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.3978952728
41561173,7,54,B,F,North,N West,Tin,0.01,5,1,0,0,0,0,1,0,0,0,0,0,0.0099503309,1.7917594692,2.0794415417
41565322,11,36,F,F,Midlands,Midlands,Gold,8000,5,1,0,1,0,0,0,0,0,0,0,0,8.9873218129,1.7917594692,2.4849066498
41566930,10,73,C,U,North,N West,Gold,6487.49,1,0,0,1,0,0,0,0,0,1,0,0,8.777785117,0.6931471806,2.3978952728
41568496,12,39,C,M,South East,S & S East,Gold,12000,6,1,0,1,0,0,0,0,0,0,0,0,9.3927452586,1.9459101491,2.5649493575
41569573,4,57,E,F,South East,S & S East,Silver,1000,14,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,2.7080502011,1.6094379124
41571187,11,58,B,M,Unknown,Unknown,Gold,8000,2,0,0,1,0,0,0,0,0,0,1,1,8.9873218129,1.0986122887,2.4849066498
41572191,8,64,E,M,Midlands,East,Platinum,33477.04,8,0,1,0,0,1,0,0,0,0,0,0,10.41864498,2.1972245773,2.1972245773
41573260,12,51,C,F,Midlands,Midlands,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.5649493575
41574879,5,51,B,F,North,N West,Silver,3000,30,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,3.4339872045,1.7917594692
41577460,8,49,E,U,Unknown,Unknown,Tin,0.01,5,0,0,0,0,0,0,0,0,1,1,1,0.0099503309,1.7917594692,2.1972245773
41578530,11,65,D,F,South East,London,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.4849066498
41583886,2,70,B,F,South East,London,Silver,2500,4,0,0,0,1,0,0,0,0,0,0,0,7.8244459309,1.6094379124,1.0986122887
41585900,9,79,B,F,North,N West,Platinum,32050,32,0,1,0,0,0,0,0,0,0,0,0,10.375083663,3.4965075615,2.302585093
41586419,10,64,A,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.3978952728
41588020,8,71,D,U,South East,London,Gold,12106.7,6,0,0,1,0,0,0,0,0,0,0,0,9.4015968928,1.9459101491,2.1972245773
41590114,5,54,B,U,South East,London,Silver,3000,3,0,0,0,1,0,1,0,0,1,0,0,8.0067008454,1.3862943611,1.7917594692
41593393,14,50,B,U,Midlands,Midlands,Silver,35,3,0,0,0,1,0,0,0,0,0,0,0,3.5835189385,1.3862943611,2.7080502011
41594934,9,54,A,M,Midlands,Wales & West,Silver,5000,1,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,0.6931471806,2.302585093
41596031,7,48,B,M,Midlands,Wales & West,Platinum,40150,4,0,1,0,0,0,0,0,0,0,0,0,10.600402626,1.6094379124,2.0794415417
41598832,8,70,B,M,Midlands,Midlands,Platinum,52000,16,0,1,0,0,0,0,0,0,0,0,0,10.859018228,2.8332133441,2.1972245773
41600470,13,48,C,F,South East,London,Silver,1000,3,1,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.3862943611,2.6390573296
41600993,10,54,C,F,Midlands,East,Silver,2500,11,0,0,0,1,0,1,0,0,0,0,0,7.8244459309,2.4849066498,2.3978952728
41601515,7,41,B,F,South East,London,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.0794415417
41607963,3,60,F,F,Midlands,East,Silver,1000,6,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.9459101491,1.3862943611
41608480,4,33,C,M,Midlands,Midlands,Silver,500,8,0,0,0,1,0,0,0,0,0,0,0,6.2166061011,2.1972245773,1.6094379124
41610379,8,31,F,M,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
41611588,10,41,B,F,South East,London,Tin,0.01,9,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.302585093,2.3978952728
41618892,8,63,F,M,Midlands,Midlands,Silver,500,13,0,0,0,1,0,0,0,0,0,0,0,6.2166061011,2.6390573296,2.1972245773
41620498,6,36,D,U,South East,S & S East,Tin,0.01,8,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,2.1972245773,1.9459101491
41622008,8,49,D,F,South East,London,Tin,0.01,4,0,0,0,0,1,0,0,0,0,0,0,0.0099503309,1.6094379124,2.1972245773
41622563,6,73,C,F,North,N West,Silver,3000,5,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,1.7917594692,1.9459101491
41623071,8,43,B,M,Midlands,Midlands,Gold,6107.64,6,0,0,1,0,0,0,0,0,0,0,0,8.7174594415,1.9459101491,2.1972245773
41626763,13,43,C,F,South East,London,Silver,2937.77,6,0,0,0,1,0,0,0,0,0,0,0,7.9857464054,1.9459101491,2.6390573296
41627778,12,48,C,M,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.5649493575
41645970,4,54,B,F,North,N East,Tin,0.01,8,1,0,0,0,0,1,0,0,0,0,0,0.0099503309,2.1972245773,1.6094379124
41648058,7,50,D,F,North,Yorkshire,Silver,4000,2,0,0,0,1,0,0,0,0,0,0,0,8.2942996089,1.0986122887,2.0794415417
41655321,7,66,C,F,Midlands,Midlands,Gold,9000,8,0,0,1,0,0,0,0,0,0,0,0,9.1050909613,2.1972245773,2.0794415417
41656441,9,60,C,U,North,Yorkshire,Silver,2000,7,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,2.0794415417,2.302585093
41656980,6,70,F,F,Midlands,Midlands,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.9459101491
41657529,7,50,U,F,Scottish,N Scot,Gold,6000,1,0,0,1,0,0,0,0,1,0,0,0,8.699681401,0.6931471806,2.0794415417
41659220,16,54,D,F,Midlands,Midlands,Tin,0.01,9,1,0,0,0,0,1,0,0,0,0,0,0.0099503309,2.302585093,2.8332133441
41660775,14,47,D,U,Midlands,Midlands,Gold,6000,2,0,0,1,0,0,0,0,0,1,0,0,8.699681401,1.0986122887,2.7080502011
41662417,6,72,A,M,South East,London,Gold,16000,4,0,0,1,0,0,0,0,0,0,0,0,9.6804064993,1.6094379124,1.9459101491
41665424,10,76,A,F,Scottish,C Scotland,Gold,6000,21,1,0,1,0,0,0,0,0,0,0,0,8.699681401,3.0910424534,2.3978952728
41666420,8,57,B,M,Scottish,C Scotland,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
41667451,4,54,B,F,South East,London,Gold,6000,2,1,0,1,0,0,1,0,0,0,0,0,8.699681401,1.0986122887,1.6094379124
41669039,9,61,F,M,North,Yorkshire,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.302585093
41671696,6,54,C,F,South East,S & S East,Gold,12000.01,8,0,0,1,0,0,1,0,0,0,0,0,9.3927460919,2.1972245773,1.9459101491
41677082,4,43,A,M,North,N West,Silver,2000,2,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,1.0986122887,1.6094379124
41679697,10,39,C,F,Unknown,Unknown,Silver,3000,1,0,0,0,1,0,0,0,0,0,1,1,8.0067008454,0.6931471806,2.3978952728
41680725,8,54,F,U,Midlands,Wales & West,Gold,6000,8,0,0,1,0,0,1,0,0,0,0,0,8.699681401,2.1972245773,2.1972245773
41682361,9,73,B,F,Midlands,East,Gold,6000,9,0,0,1,0,0,0,0,0,0,0,0,8.699681401,2.302585093,2.302585093
41688076,4,46,A,M,Scottish,C Scotland,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,1.6094379124
41694483,11,47,C,U,South East,London,Silver,1000,2,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.0986122887,2.4849066498
41699647,9,55,B,F,Midlands,East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.302585093
41705965,8,54,F,U,North,N East,Gold,12000,2,0,0,1,0,0,1,0,0,1,0,0,9.3927452586,1.0986122887,2.1972245773
41707038,13,43,F,F,Midlands,East,Silver,1500,1,1,0,0,1,0,0,0,0,0,0,0,7.3138868316,0.6931471806,2.6390573296
41714360,7,54,A,U,North,N West,Gold,6000,6,0,0,1,0,0,0,0,0,1,0,0,8.699681401,1.9459101491,2.0794415417
41717963,8,53,F,M,Midlands,Midlands,Silver,4000,4,0,0,0,1,0,0,0,0,0,0,0,8.2942996089,1.6094379124,2.1972245773
41718960,13,56,F,M,South West,S West,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.6390573296
41719460,17,54,D,M,Midlands,East,Tin,0.01,8,1,0,0,0,0,1,0,0,0,0,0,0.0099503309,2.1972245773,2.8903717579
41720980,4,75,C,F,North,N East,Silver,4500,10,1,0,0,1,0,0,0,0,0,0,0,8.4120548733,2.3978952728,1.6094379124
41723068,7,57,F,F,Midlands,East,Silver,2200,9,0,0,0,1,0,0,0,0,0,0,0,7.6966670815,2.302585093,2.0794415417
41733977,14,65,E,F,North,N West,Tin,0.01,27,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,3.3322045102,2.7080502011
41737239,6,59,B,F,South East,London,Gold,11323.14,9,0,0,1,0,0,0,0,0,0,0,0,9.3346920093,2.302585093,1.9459101491
41742364,13,49,F,U,South East,S & S East,Silver,3000.01,14,0,0,0,1,0,0,0,0,1,0,0,8.0067041777,2.7080502011,2.6390573296
41742879,5,57,C,F,South East,London,Silver,3000,7,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.0794415417,1.7917594692
41743891,11,36,F,F,North,N West,Tin,0.01,7,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.4849066498
41747501,9,28,C,F,South East,S & S East,Silver,25,5,0,0,0,1,0,0,0,0,0,0,0,3.258096538,1.7917594692,2.302585093
41750570,11,45,D,F,Midlands,East,Gold,6053.34,9,0,0,1,0,0,0,0,0,0,0,0,8.7085306492,2.302585093,2.4849066498
41755610,9,43,D,F,South East,London,Silver,3000.01,5,0,0,0,1,0,0,0,0,0,0,0,8.0067041777,1.7917594692,2.302585093
41761890,11,75,A,F,North,N West,Silver,3652.66,7,0,0,0,1,0,0,0,0,0,0,0,8.2034846839,2.0794415417,2.4849066498
41763469,7,62,A,F,Midlands,Wales & West,Tin,0.01,9,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.302585093,2.0794415417
41773227,10,79,C,F,Midlands,Midlands,Gold,15300,8,1,0,1,0,0,0,0,0,0,0,0,9.6356734647,2.1972245773,2.3978952728
41776366,16,60,E,F,Midlands,Wales & West,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.8332133441
41779411,5,37,C,U,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.7917594692
41783044,7,43,C,F,South East,London,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.0794415417
41783559,8,73,C,M,Midlands,Midlands,Silver,1500,5,0,0,0,1,0,0,0,0,0,0,0,7.3138868316,1.7917594692,2.1972245773
41786094,7,52,D,U,South East,London,Silver,1000,5,0,0,0,1,0,0,0,0,1,0,0,6.9087547793,1.7917594692,2.0794415417
41797673,10,49,C,F,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.3978952728
41803339,8,57,A,M,South East,London,Tin,0.01,8,0,0,0,0,1,0,0,0,0,0,0,0.0099503309,2.1972245773,2.1972245773
41804335,10,63,B,U,South East,London,Gold,10529.95,11,0,0,1,0,0,0,0,0,1,0,0,9.2620738195,2.4849066498,2.3978952728
41804882,7,38,E,F,Scottish,Border,Silver,30,2,0,0,0,1,0,0,0,0,0,0,0,3.4339872045,1.0986122887,2.0794415417
41805927,7,77,B,M,South East,S & S East,Silver,5000,11,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,2.4849066498,2.0794415417
41810130,9,45,F,F,Midlands,Midlands,Silver,480,1,0,0,0,1,0,0,0,0,0,0,0,6.1758672701,0.6931471806,2.302585093
41815965,17,39,E,F,Unknown,Unknown,Silver,100,10,0,0,0,1,0,0,0,0,0,1,1,4.6151205168,2.3978952728,2.8903717579
41817119,12,74,C,F,Midlands,Midlands,Gold,7000,2,1,0,1,0,0,0,0,0,0,0,0,8.853808275,1.0986122887,2.5649493575
41818166,19,32,D,F,South East,London,Silver,2701.27,11,1,0,0,1,0,0,0,0,0,0,0,7.9018474395,2.4849066498,2.9957322736
41820748,9,38,D,F,North,N West,Tin,0.01,10,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.3978952728,2.302585093
